cnpj_clean,emissor,cidade,uf,rota,rota_tag,cohort,X,Y,neea_first,neea_t2_2026,delta_neea,vol_pct_first,vol_pct_t2_2026,delta_vol_pct,cane_area_total_ha,mean_first_key_year,first_entry_year,last_entry_year,n_entry_years,schema,buffer_km,frontier_source_method,frontier_year_window,frontier_area_definition,cane_area_total_ha_approx_from_origin,outcome
02773950000184,GOIASA GOIATUBA ÁLCOOL LTDA. - GOIATUBA - GO,GOIATUBA,GO,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5458178.81561681,7995713.47454414,62.8,63.9,1.1000000000000014,96.72,97.23,0.5100000000000051,62186.79185383333,2009.4736232051807,1987.0,2015.0,29.0,pre_renovabio_1985_2015,30,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,62186.79185383333,delta_neea
02783009000141,ANICUNS S.A. ÁLCOOL E DERIVADOS - Anicuns - GO,Anicuns,GO,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5432875.6795387,8180131.2482969,60.8,57.15,-3.649999999999999,100.0,79.22,-20.78,39454.28636097192,2004.554260152247,1987.0,2015.0,29.0,pre_renovabio_1985_2015,30,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,39454.28636097192,delta_neea
02859452000230,Vale do Verdão Sociedade Anônima Açúcar e Álcool - Turvelândia - GO,Turvelândia,GO,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5390070.82022688,8008629.18311183,60.1,65.38,5.279999999999994,91.35,96.81,5.460000000000008,99455.1665140747,2009.2345325539989,1987.0,2015.0,29.0,pre_renovabio_1985_2015,30,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,99455.1665140747,delta_neea
02896264000109,CENTROALCOOL S/A (EM RECUPERACAO JUDICIAL) - INHUMAS - GO,INHUMAS,GO,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5482540.94731307,8186858.98042968,64.14,61.35,-2.789999999999999,95.72,90.88,-4.840000000000003,15369.089087962597,2002.864155688976,1987.0,2015.0,29.0,pre_renovabio_1985_2015,30,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,15369.089087962597,delta_neea
03345641000338,COOPERATIVA AGROINDUSTRIAL NOVA PRODUTIVA - Astorga - PR,Astorga,PR,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5241507.72865172,7442842.79367438,46.22,51.42,5.200000000000003,90.01,91.16,1.1499999999999917,108760.94968752711,2002.8735803832803,1987.0,2015.0,29.0,pre_renovabio_1985_2015,30,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,108760.94968752711,delta_neea
03347747000109,COOPERATIVA AGROINDUSTRIAL DE RUBIATABA – Rubiataba - GO,Rubiataba,GO,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5455886.18579172,8317126.04943407,64.0,64.87,0.8700000000000045,85.94,93.33,7.390000000000001,29916.421402562362,2006.8415743079745,1987.0,2015.0,29.0,pre_renovabio_1985_2015,30,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,29916.421402562362,delta_neea
03445208000455,UMOE BIOENERGY S.A. - Sandovalina - SP,Sandovalina,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5223359.88634961,7502626.33872067,48.8,63.74,14.940000000000005,97.06,94.4,-2.6599999999999966,175712.172222348,2005.1323669576793,1987.0,2015.0,29.0,pre_renovabio_1985_2015,30,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,175712.172222348,delta_neea
03937452000435,CRV industrial Ltda. - Capinópolis - MG,Capinópolis,MG,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5454944.6800123,7925846.62700244,61.55,61.99,0.4400000000000048,99.24,94.37,-4.86999999999999,114457.95739012033,2008.0182762008446,1987.0,2015.0,29.0,pre_renovabio_1985_2015,30,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,114457.95739012033,delta_neea
04165520000105,AGROPECUÁRIA NOVO MILÊNIO LTDA. - Lambari D'Oeste - MT,Lambari D'Oeste,MT,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,4576007.98289422,8293081.4394439,59.24,56.53,-2.710000000000001,90.14,77.97,-12.170000000000002,5212.214391398957,2010.2437753151248,1993.0,2015.0,23.0,pre_renovabio_1985_2015,30,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,5212.214391398957,delta_neea
04165520000296,AGROPECUÁRIA NOVO MILÊNIO LTDA. - Mirassol D'oeste - MT,Mirassol D'oeste,MT,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,4557407.19929998,8257542.15927619,64.29,50.22,-14.070000000000007,91.13,66.56,-24.569999999999997,3361.041274902742,2010.8888405240268,1997.0,2015.0,19.0,pre_renovabio_1985_2015,30,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,3361.041274902742,delta_neea
04171382000177,CENTRAL ENERGETICA MORENO DE MONTE APRAZÍVEL AÇÚCAR E ÁLCOOL LTDA EM RECUPERAÇÃO JUDICIAL - Monte Aprazível - SP,Monte Aprazível,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5440882.40687005,7689999.2280727,59.2,58.74,-0.4600000000000008,91.32,95.63,4.310000000000002,252676.04665695125,2005.8740314486997,1987.0,2015.0,29.0,pre_renovabio_1985_2015,30,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,252676.04665695125,delta_neea
04248044000277,Onda Verde Agrocomercial S. A. - Onda Verde - SP,Onda Verde,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2023,5500144.19989923,7713489.50674341,53.66,52.04,-1.6199999999999974,90.47,92.11,1.6400000000000006,237623.43175446225,2005.0166846515706,1987.0,2015.0,29.0,pre_renovabio_1985_2015,30,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,237623.43175446225,delta_neea
04969941000199,Usina Bela Vista S.A. - Pontal - SP,Pontal,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5615412.58213949,7671897.6575594,65.2,64.97,-0.2300000000000039,98.11,99.4,1.2900000000000065,136944.08667863344,1996.248586420507,1987.0,2015.0,29.0,pre_renovabio_1985_2015,30,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,136944.08667863344,delta_neea
05242560000176,USINA VERTENTE LTDA. - Guaraci - SP,Guaraci,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5521576.11089507,7734603.6637713,64.1,67.04,2.940000000000012,98.94,93.04,-5.899999999999992,266637.01572819846,2004.835537906191,1987.0,2015.0,29.0,pre_renovabio_1985_2015,30,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,266637.01572819846,delta_neea
05553456000100,Usina Ouroeste Açúcar e Álcool Ltda. - Ouroeste - SP,Ouroeste,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5373059.22220696,7789234.84327185,55.3,64.72,9.420000000000002,97.83,98.04,0.2100000000000079,79042.74369007282,2008.2033765995482,1987.0,2015.0,29.0,pre_renovabio_1985_2015,30,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,79042.74369007282,delta_neea
05620523000235,Usina Eldorado em Recuperacao Judicial - Rio Brilhante/MS,Rio Brilhante,MS,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,4998667.05441077,7581265.61271929,58.8,65.44,6.640000000000001,99.67,87.31,-12.36,87826.45033508229,2010.7254195505886,1987.0,2015.0,29.0,pre_renovabio_1985_2015,30,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,87826.45033508229,delta_neea
05643160000172,ENERGÉTICA SERRANÓPOLIS LTDA. - Serranópolis​ - GO,Serranópolis​,GO,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5200073.40995457,7965283.74478764,63.3,63.36,0.0600000000000022,68.0,70.25,2.25,10070.778639928662,2011.6064065550897,1987.0,2015.0,29.0,pre_renovabio_1985_2015,30,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,10070.778639928662,delta_neea
05928246000141,COPLASA - ACUCAR E ALCOOL LTDA EM RECUPERACAO JUDICIAL - Planalto - SP,Planalto,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5426788.99141756,7672471.74730586,58.6,58.56,-0.0399999999999991,92.53,96.84,4.310000000000002,265890.3653243345,2005.3471866296893,1987.0,2015.0,29.0,pre_renovabio_1985_2015,30,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,265890.3653243345,delta_neea
05938884000143,VALE DO PARANÁ S.A. AÇÚCAR E ÁLCOOL – Suzanápolis/SP,Suzanápolis,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5309810.66592045,7741669.95860548,66.4,62.51,-3.890000000000008,100.0,99.15,-0.8499999999999943,105597.23094440834,2006.7238578720192,1987.0,2015.0,29.0,pre_renovabio_1985_2015,30,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,105597.23094440834,delta_neea
05980986000127,AGROINDUSTRIAL SANTA JULIANA LTDA. - SANTA JULIANA - MG,SANTA JULIANA,MG,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5689655.69486325,7824882.09653371,52.8,66.59,13.790000000000006,97.69,94.6,-3.0900000000000034,104933.42110395918,2009.19678237076,1987.0,2015.0,29.0,pre_renovabio_1985_2015,30,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,104933.42110395918,delta_neea
06044698000808,Sada Bio-Energia e Agricultura Ltda. - Jaíba - MG,Jaíba,MG,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,6086551.59796969,8293728.10478262,61.05,59.24,-1.8099999999999952,95.61,98.66,3.049999999999997,4077.83518249911,2009.9805347918395,1990.0,2015.0,18.0,pre_renovabio_1985_2015,30,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,4077.83518249911,delta_neea
06059962000100,USINA ITAPAGIPE ACUCAR E ALCOOL LTDA. - Itapagipe - MG,Itapagipe,MG,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5451352.76360256,7794240.56472791,51.2,61.57,10.369999999999996,98.52,80.33,-18.19,130607.04481838386,2006.6839484147063,1987.0,2015.0,29.0,pre_renovabio_1985_2015,30,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,130607.04481838386,delta_neea
06252818003799,Abengoa Bioenergia Agroindustrial Ltda. - Em Recuperação Judicial - Unidade São João - São João da Boa Vista - SP,São João da Boa Vista,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5730700.17016266,7557336.91796437,63.0,60.1,-2.8999999999999986,100.0,93.2,-6.799999999999997,60610.236300458135,1999.064124392627,1987.0,2015.0,29.0,pre_renovabio_1985_2015,30,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,60610.236300458135,delta_neea
06315338002324,COFCO INTERNATIONAL BRASIL S.A. - Unidade Sebastianópolis - Sebastianópolis do Sul - SP,Sebastianópolis do Sul,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5422166.47710356,7717572.31613689,60.7,62.78,2.0799999999999983,75.39,94.1,18.709999999999997,212025.62306573757,2007.1229950076533,1987.0,2015.0,29.0,pre_renovabio_1985_2015,30,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,212025.62306573757,delta_neea
06315338002405,COFCO INTERNATIONAL BRASIL S.A. - Unidade Meridiano - Meridiano - SP,Meridiano,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5395909.59594227,7732321.44576074,60.2,62.78,2.5799999999999983,87.9,,,140837.28918520166,2007.6920178897503,1987.0,2015.0,29.0,pre_renovabio_1985_2015,30,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,140837.28918520166,delta_neea
06315338015060,COFCO INTERNATIONAL BRASIL S.A. - Unidade Potirendaba - Potirendaba - SP,Potirendaba,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5485225.81406155,7658752.52785581,67.4,64.42,-2.980000000000004,83.51,90.73,7.219999999999999,194650.01657488736,2003.661934055816,1987.0,2015.0,29.0,pre_renovabio_1985_2015,30,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,194650.01657488736,delta_neea
06315338015140,COFCO INTERNATIONAL BRASIL S.A. - Unidade Catanduva - Catanduva- SP,Catanduva,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5521680.83072561,7657596.1707727,63.48,61.51,-1.9699999999999989,86.22,92.61,6.390000000000001,158934.49234366082,2000.9769561146375,1987.0,2015.0,29.0,pre_renovabio_1985_2015,30,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,158934.49234366082,delta_neea
07130855000186,CENTRAL ENERGÉTICA MORRINHOS S.A. - Morrinhos-GO,Morrinhos,GO,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5504739.83919693,8010461.16768676,63.3,63.3,0.0,92.87,92.87,0.0,26669.743304664094,2008.3578049282532,1987.0,2015.0,29.0,pre_renovabio_1985_2015,30,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,26669.743304664094,delta_neea
07280328000158,Ipiranga Agroindustrial S. A. - Unidade Iacanga - Iacanga - SP,Iacanga,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5515658.18969742,7580350.79504414,59.42,64.7,5.280000000000001,91.02,92.91,1.8900000000000008,131173.68452309543,2004.0845197803405,1987.0,2015.0,29.0,pre_renovabio_1985_2015,30,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,131173.68452309543,delta_neea
07280328001715,IPIRANGA AGROINDUSTRIAL S.A. - Mococa - Mococa -SP,Mococa,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5709618.00659163,7622736.31428334,63.9,67.18,3.280000000000008,89.08,93.65,4.570000000000007,96215.8379667067,2000.3907034185704,1987.0,2015.0,29.0,pre_renovabio_1985_2015,30,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,96215.8379667067,delta_neea
07280328001804,IPIRANGA AGROINDUSTRIAL S.A. - DESCALVADO - Descalvado - SP,Descalvado,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5645857.24932531,7571700.07898056,62.3,64.62,2.3200000000000074,95.53,97.91,2.3799999999999955,87224.54542371769,1999.948620851298,1987.0,2015.0,29.0,pre_renovabio_1985_2015,30,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,87224.54542371769,delta_neea
07298800000180,CONQUISTA DO PONTAL S. A. - EM RECUPERACAO JUDICIAL - Mirante do Paranapanema/SP,Mirante do Paranapanema,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5194336.60478394,7520927.01396112,59.4,60.66,1.259999999999998,99.19,97.38,-1.8100000000000025,152026.45220635447,2007.4670847710352,1987.0,2015.0,29.0,pre_renovabio_1985_2015,30,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,152026.45220635447,delta_neea
07300906000170,USINA NOVA GÁLIA LTDA. - Paraúna - GO,Paraúna,GO,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5372760.88105837,8079751.79798872,48.92,51.2,2.280000000000001,93.19,78.08,-15.11,31951.99527735134,2010.6722731978084,1987.0,2015.0,29.0,pre_renovabio_1985_2015,30,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,31951.99527735134,delta_neea
07398533000112,USINA GUARIROBA LTDA. - Pontes Gestal - SP,Pontes Gestal,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5443277.70642288,7769467.69587937,56.0,67.33,11.329999999999998,99.29,71.7,-27.590000000000003,188102.44319431088,2007.2016588432532,1987.0,2015.0,29.0,pre_renovabio_1985_2015,30,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,188102.44319431088,delta_neea
07455944000100,Usina Frutal Açúcar e Álcool Ltda. - Frutal - MG,Frutal,MG,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5541792.10574911,7769934.94690167,50.7,63.47,12.769999999999996,97.3,91.62,-5.679999999999993,249971.18346595502,2006.051905307999,1987.0,2015.0,29.0,pre_renovabio_1985_2015,30,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,249971.18346595502,delta_neea
07458537000149,Atena - Tecnologias em Energia Natural Ltda. - Martinópolis-SP,Martinópolis,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5306541.87663521,7546389.39865535,55.9,62.45,6.550000000000004,86.79,88.54,1.75,161221.7485202768,2002.9481406485584,1987.0,2015.0,29.0,pre_renovabio_1985_2015,30,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,161221.7485202768,delta_neea
07459492000127,DESTILARIA VALE DO PARACATU - AGROENERGIA S.A. - Paracatu - MG,Paracatu,MG,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5788436.96878321,8099528.94234388,58.2,58.2,0.0,95.42,95.42,0.0,6140.056895390238,2012.39479016061,1988.0,2015.0,27.0,pre_renovabio_1985_2015,30,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,6140.056895390238,delta_neea
07670089000142,USIMAT DESTILARIA DE ÁLCOOL LTDA. - Campos de Julio - MT,Campos de Julio,MT,Etanol combustível de primeira geração – cana-de-açúcar e milho em usina integrada,cana_milho_integrada,2022,4435217.90773278,8416022.37972843,63.47,63.55,0.0799999999999983,35.08,68.91,33.83,994.542352012083,2011.379699019409,1988.0,2015.0,19.0,pre_renovabio_1985_2015,30,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,994.542352012083,delta_neea
07674341000191,USINA UBERABA S/A - Uberaba - MG,Uberaba,MG,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5649070.45002857,7843049.67257957,55.1,58.66,3.559999999999995,100.0,96.24,-3.760000000000005,98910.35034797761,2008.3353078031644,1987.0,2015.0,29.0,pre_renovabio_1985_2015,30,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,98910.35034797761,delta_neea
07863768000138,CENTRAL ENERGÉTICA VICENTINA LTDA. - Vicentina - MS,Vicentina,MS,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,4957691.64645764,7512525.16902396,46.22,46.22,0.0,94.44,94.44,0.0,31728.575720576708,2011.4890280388495,1987.0,2015.0,29.0,pre_renovabio_1985_2015,30,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,31728.575720576708,delta_neea
07895728000682,IACO Agrícola S. A. - Paraíso das Águas - MS,Paraíso das Águas,MS,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5115681.32211249,7920403.46115419,60.0,65.6,5.599999999999994,80.6,84.03,3.430000000000007,28129.776549271293,2012.0421972894658,1987.0,2015.0,29.0,pre_renovabio_1985_2015,30,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,28129.776549271293,delta_neea
07903169000109,ADECOAGRO Vale do Ivinhema S.A. - Usina Angélica - Angélica - MS,Angélica,MS,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5016136.4819986,7561787.55321358,66.4,65.6,-0.8000000000000114,98.99,92.97,-6.019999999999996,109041.27150975373,2011.1725779591027,1987.0,2015.0,29.0,pre_renovabio_1985_2015,30,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,109041.27150975373,delta_neea
07903169001768,ADECOAGRO Vale do Ivinhema S.A. - Unidade Ivinhema - Ivinhema/MS,Ivinhema,MS,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5011100.93780706,7522311.17438878,68.1,66.21,-1.8900000000000008,95.74,93.67,-2.069999999999993,74333.9308953367,2012.3134657868072,1987.0,2015.0,29.0,pre_renovabio_1985_2015,30,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,74333.9308953367,delta_neea
07912062000119,USINA LAGUNA - ÁLCOOL E AÇÚCAR LTDA - Batayporã-MS,Batayporã,MS,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5071846.17405905,7515313.57003671,60.0,61.77,1.7700000000000031,100.0,95.87,-4.129999999999996,56697.16325451544,2007.9234709796629,1987.0,2015.0,29.0,pre_renovabio_1985_2015,30,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,56697.16325451544,delta_neea
07930999000206,Bambuí Bioenergia S.A. - Bambuí - MG,Bambuí,MG,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5832071.41350924,7758293.75850072,65.4,62.05,-3.3500000000000085,98.05,99.19,1.1400000000000006,10650.633773745765,2011.1921411416251,1987.0,2015.0,29.0,pre_renovabio_1985_2015,30,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,10650.633773745765,delta_neea
07969961000239,PARAPUÃ AGROINDUSTRIAL S/A - EM RECUPERAÇÃO JUDICIAL - Parapuã - SP,Parapuã,SP,Etanol combustível de primeira geração – cana-de-açúcar,cana_pura,2022,5323843.36083459,7572181.42258664,48.64,57.72,9.079999999999998,92.46,96.34,3.8800000000000097,105748.64764593194,2002.8943213509042,1987.0,2015.0,29.0,pre_renovabio_1985_2015,30,approx_from_previous_land_use_grid,1987-2015,persistent new sugarcane entries weighted by grid-cell overlap,105748.64764593194,delta_neea
